author,cat_earliest,cat_latest
 Arsen V. Subashiev,physics.optics,cond-mat.dis-nn
 Arshad Kudrolli,cond-mat.other,cond-mat.soft
 Arthur V. Straube,nlin.PS,physics.flu-dyn
 Artin Armagan,stat.AP,stat.ME
 Artur Jez,math.CO,cs.DS
 Arul Lakshminarayan,nlin.CD,quant-ph
 Arun Paramekanti,cond-mat.str-el,cond-mat.supr-con
 Arvind Ayyer,math.CO,math.DS
 Aseem Paranjape,gr-qc,astro-ph
 Ashis Mandal,math.QA,math.KT
 Ashkan Aazami,cs.CC,cs.DS
 Ashvin Vishwanath,cond-mat.str-el,cond-mat.stat-mech
 Asle Sudbo,cond-mat.str-el,cond-mat.supr-con
 Asuman Ozdaglar,math.OC,cs.GT
 Athanasios N. Chantis,cond-mat.mtrl-sci,cond-mat.str-el
 Atsushi Higuchi,quant-ph,gr-qc
 Attila Andai,math-ph,math.PR
 Attila Szolnoki,q-bio.PE,physics.bio-ph
 Atushi Tanaka,quant-ph,nlin.CD
 Aubrey Truman,math.PR,quant-ph
 Augustin Banyaga,math.SG,math.AT
 Aurelien Barrau,hep-th,astro-ph
 Avadh Saxena,nlin.SI,cond-mat.soft
 Avraham Aizenbud,math.AG,math.RT
 Avraham Schiller,cond-mat.str-el,cond-mat.mes-hall
 Ayman F. Abouraddy,physics.optics,quant-ph
 Ayman Kachmar,math.AP,math.SP
 Ayumu Sugita,quant-ph,cond-mat.stat-mech
 B. A. Cole,hep-ph,nucl-ex
 B. A. Friedman,cond-mat.mes-hall,cond-mat.str-el
 B. A. Ivanov,cond-mat.str-el,cond-mat.other
 B. A. van Tiggelen,cond-mat.dis-nn,cond-mat.other
 B. Andraka,cond-mat.supr-con,cond-mat.str-el
 B. Andreotti,cond-mat.soft,physics.flu-dyn
 B. B. Levchenko,hep-ex,hep-ph
 B. Bagchi,quant-ph,cond-mat.soft
 B. Barbara,cond-mat.dis-nn,cond-mat.mes-hall
 B. Barzel,cond-mat.stat-mech,astro-ph
 B. Batlogg,cond-mat.mtrl-sci,cond-mat.str-el
 B. Becker,cs.OH,physics.ins-det
 B. Beltrán,physics.ins-det,astro-ph
 B. Buchner,cond-mat.mtrl-sci,cond-mat.str-el
 B. Büchner,cond-mat.supr-con,cond-mat.other
 B. C. Buchler,quant-ph,cond-mat.other
 B. Cessac,math.DS,physics.bio-ph
 B. D. Fainberg,cond-mat.mes-hall,physics.chem-ph
 B. Deissler,cond-mat.other,physics.atom-ph
 B. Deveaud,cond-mat.str-el,cond-mat.mtrl-sci
 B. Feigin,math-ph,hep-th
 B. Flatt,physics.ins-det,physics.gen-ph
 B. Georgeot,nlin.CD,quant-ph
 B. Geyer,hep-ph,physics.atom-ph
 B. Goldys,q-fin.CP,math.PR
 B. Golob,hep-ex,hep-ph
 B. Goncalves,cond-mat.soft,cond-mat.stat-mech
 B. Höistad,nucl-ex,hep-ex
 B. I. Schneider,cond-mat.soft,physics.atom-ph
 B. I. Shklovskii,cond-mat.mes-hall,q-bio.BM
 B. J. Carr,gr-qc,astro-ph
 B. Janko,cond-mat.other,cond-mat.mtrl-sci
 B. K. Lubsandorzhiev,physics.ins-det,physics.optics
 B. K. Shivamoggi,physics.flu-dyn,physics.plasm-ph
 B. Keimer,cond-mat.str-el,cond-mat.supr-con
 B. Kopf,nucl-ex,hep-ph
 B. Krusche,nucl-ex,hep-ph
 B. L. Altshuler,cond-mat.mtrl-sci,cond-mat.mes-hall
 B. L. Gallagher,cond-mat.mes-hall,cond-mat.mtrl-sci
 B. L. Hu,quant-ph,gr-qc
 B. Lee,cond-mat.mtrl-sci,nucl-ex
 B. Lee Roberts,hep-ph,hep-ex
 B. Lungwitz,nucl-th,nucl-ex
 B. Maerkisch,hep-ph,nucl-ex
 B. Mashhoon,astro-ph,hep-th
 B. Mehlig,astro-ph,q-bio.PE
 B. Mercey,cond-mat.str-el,cond-mat.mtrl-sci
 B. Michel,cond-mat.mtrl-sci,physics.gen-ph
 B. Montrucchio,cond-mat.mtrl-sci,cond-mat.soft
 B. Morosov,nucl-ex,hep-ex
 B. Movaghar,cond-mat.mtrl-sci,cond-mat.other
 B. Mueller,nucl-ex,astro-ph
 B. Müller,nucl-th,cond-mat.supr-con
 B. N. Zvonkov,cond-mat.dis-nn,cond-mat.mtrl-sci
 B. Piette,hep-th,cond-mat.other
 B. S. Sathyaprakash,gr-qc,astro-ph
 B. Schmidt,cond-mat.str-el,astro-ph
 B. Schoch,nucl-ex,hep-ph
 B. Schuster,math.GR,math.AT
 B. Shwartz,nucl-ex,hep-ex
 B. Stelzer,astro-ph,hep-ph
 B. Sun,nucl-ex,astro-ph
 B. T. Fleming,hep-ph,physics.ins-det
 B. Vermeersch,cond-mat.mtrl-sci,physics.gen-ph
 B. Voss,astro-ph,nucl-ex
 B. Waclaw,cond-mat.stat-mech,cond-mat.dis-nn
 B. Winstein,hep-ex,astro-ph
 B. Wojtsekhowski,hep-ph,physics.ins-det
 Bahram Jalali,physics.ins-det,physics.optics
 Bai-Lian Li,q-bio.PE,nlin.PS
 Bala R. Iyer,gr-qc,astro-ph
 Balazs Kozma,cond-mat.stat-mech,physics.soc-ph
 Baleegh Abdo,cond-mat.mes-hall,cond-mat.supr-con
 Balint Toth,q-fin.ST,math.PR
 Baorong Chang,gr-qc,astro-ph
 Baowen Li,cond-mat.stat-mech,cond-mat.mtrl-sci
 Barbara Drossel,cond-mat.stat-mech,cond-mat.dis-nn
 Barnabas Poczos,cs.NE,stat.ME
 Barry C. Sanders,cond-mat.mes-hall,quant-ph
 Baruch Meerson,cond-mat.soft,q-bio.MN
 Behnaz Fazlpour,gr-qc,hep-th
 Behrang Noohi,math.KT,math.AT
 Behrouz Mirza,cond-mat.stat-mech,hep-th
 Ben Green,math.CO,math.NT
 Ben W. Reichardt,math.MG,quant-ph
 Ben Webster,math.GT,math.RT
 Ben Yu-Kuang Hu,cond-mat.mtrl-sci,cond-mat.mes-hall
 Bence Toth,q-fin.TR,q-fin.ST
 Benjamin Koch,hep-ph,quant-ph
 Benjamin L. Lev,physics.atom-ph,quant-ph
 Benjamin Schmidt,math.SG,math.GT
 Benjamin Van Roy,math.OC,cs.IT
 Benoit Charbonneau,math.DG,math.NA
 Benoit Doucot,cond-mat.supr-con,cond-mat.mes-hall
 Beom Jun Kim,cond-mat.supr-con,physics.soc-ph
 Bernard Bercu,math.FA,math.PR
 Bernard Helffer,math.SP,math-ph
 Bernard Meulenbroek,physics.plasm-ph,nlin.PS
 Bernard Silvestre-Brac,hep-ph,physics.comp-ph
 Bernat Corominas-Murtra,cs.CL,cond-mat.dis-nn
 Bernd Aschenbach,gr-qc,astro-ph
 Bernd Rosenow,cond-mat.supr-con,cond-mat.mes-hall
 Bernd Sturmfels,math.AG,math.MG
 Bernhard K. Meister,hep-th,quant-ph
 Bernhard Leeb,math.GR,math.GT
 Bert Schroer,hep-th,physics.hist-ph
 Bertold Krässig,physics.chem-ph,physics.atom-ph
 Bertrand I. Halperin,cond-mat.str-el,cond-mat.mes-hall
 Bertrand Iooss,stat.AP,stat.ME
 Bertrand Patureau-Mirand,math.GT,math.QA
 Bettina Speckmann,cs.DS,cs.CG
 Bhimsen K. Shivamoggi,physics.plasm-ph,physics.space-ph
 Biagio Lucini,hep-lat,hep-th
 Biao Wu,cond-mat.mes-hall,cond-mat.other
 Bin Cheng,math.AP,quant-ph
 Bin Liu,cond-mat.stat-mech,cond-mat.mes-hall
 Bin Wang,hep-th,stat.ME
 Bing Wang,math.DG,physics.soc-ph
 Bing-Hong Wang,physics.data-an,cs.LG
 Binghong Wang,physics.data-an,q-bio.OT
 Biplab Sanyal,cond-mat.dis-nn,cond-mat.mtrl-sci
 Birgit Richter,math.AT,math.KT
 Birjoo Vaishnav,gr-qc,physics.atom-ph
 Bo Feng,cond-mat.supr-con,hep-ph
 Bo Jakobsen,cond-mat.mtrl-sci,cond-mat.soft
 Bo Li,cond-mat.mes-hall,cond-mat.stat-mech
 Bo Thidé,physics.plasm-ph,physics.space-ph
 Bo Tian,nlin.SI,math-ph
 Bo'az Klartag,math.MG,math.PR
 Bobby E. Gunara,astro-ph,hep-th
 Boris A. Malomed,nlin.PS,cond-mat.other
 Boris F. Samsonov,quant-ph,math-ph
 Boris Kunyavskii,math.AG,math.GR
 Boris L. Altshuler,hep-th,cond-mat.supr-con
 Boris Shapiro,math.AG,math.CA
 Boris Svistunov,cond-mat.str-el,cond-mat.other
 Brandilyn Stigler,math.AC,q-bio.MN
 Brandon Carter,hep-th,astro-ph
 Branko Dragovich,math-ph,q-bio.OT
 Branko J. Malesevic,math.DG,math.CO
 Branko Ćurgus,math.RA,math.CA
 Brian A. Benson,math.HO,math.NT
 Brian Benson,math.HO,math.CO
 Brian C. Sawyer,physics.atom-ph,quant-ph
 Brian J. Rodriguez,cond-mat.other,cond-mat.mtrl-sci
 Brian Karrer,physics.data-an,cond-mat.stat-mech
 Brian M. Andersen,cond-mat.str-el,cond-mat.supr-con
 Brian Smith,gr-qc,math.DG
 Brigitte Servatius,math.CO,math.MG
 Bruce Hajek,cs.GT,cs.IT
 Bruce Kleiner,math.GR,math.AP
 Bruno Eckhardt,physics.flu-dyn,physics.atom-ph
 Bruno Goncalves,gr-qc,cond-mat.stat-mech
 Bruno Marcos,astro-ph,cond-mat.stat-mech
 Bruno Rémillard,math.PR,math.ST
 Burkhard Zink,astro-ph,gr-qc
 Byoungseon Jeon,cond-mat.mtrl-sci,physics.comp-ph
 C. A. Kuntscher,cond-mat.other,cond-mat.str-el
 C. A. Linhares,hep-th,cond-mat.soft
 C. A. R. Sa de Melo,cond-mat.str-el,cond-mat.supr-con
 C. A. S. Young,hep-th,math-ph
 C. A. Sackett,cond-mat.other,physics.atom-ph
 C. A. Ullrich,cond-mat.mtrl-sci,cond-mat.mes-hall
 C. Anteneodo,q-fin.ST,cond-mat.stat-mech
 C. Austen Angell,physics.bio-ph,cond-mat.dis-nn
 C. Baines,cond-mat.supr-con,cond-mat.mes-hall
 C. Bambi,astro-ph,hep-ph
 C. Battaglia,cond-mat.other,cond-mat.str-el
 C. Berger,cond-mat.mtrl-sci,cond-mat.mes-hall
 C. Bernhard,cond-mat.str-el,cond-mat.supr-con
 C. Besliu,nucl-th,hep-ph
 C. Bogdanos,hep-ph,hep-th
 C. Brandau,nucl-ex,astro-ph
 C. Burrage,astro-ph,hep-th
 C. C. Beedle,cond-mat.mes-hall,cond-mat.other
 C. C. Homes,cond-mat.supr-con,cond-mat.str-el
 C. C. Lim,math-ph,cond-mat.stat-mech
 C. Castellani,cond-mat.supr-con,cond-mat.str-el
 C. Cazorla,cond-mat.mtrl-sci,cond-mat.other
 C. Chen,cond-mat.mtrl-sci,astro-ph
 C. Crawford,astro-ph,nucl-ex
 C. D. Fassnacht,math-ph,astro-ph
 C. D. Pemmaraju,physics.atm-clus,cond-mat.mtrl-sci
 C. Degli Esposti Boschi,cond-mat.str-el,cond-mat.stat-mech
 C. Deibel,cond-mat.mtrl-sci,nucl-ex
 C. Denson Hill,math.CV,math.DG
 C. E. Creffield,cond-mat.other,quant-ph
 C. E. Hyde,hep-ph,nucl-ex
 C. E. Wieman,cond-mat.other,physics.ed-ph
 C. Ekström,nucl-ex,hep-ex
 C. F. Doran,math.AG,hep-th
 C. G. Boehmer,gr-qc,astro-ph
 C. Grygiel,cond-mat.str-el,cond-mat.mtrl-sci
 C. Gutierrez,math-ph,math.DS
 C. Gwenlan,hep-ph,physics.ins-det
 C. H. Chen,hep-ph,astro-ph
 C. H. Keitel,hep-ph,quant-ph
 C. H. Mielke,cond-mat.supr-con,cond-mat.str-el
 C. H. W. Barnes,cond-mat.str-el,cond-mat.mes-hall
 C. H. Wang,gr-qc,cond-mat.supr-con
 C. H. Webster,cond-mat.str-el,cond-mat.supr-con
 C. Henkel,astro-ph,quant-ph
 C. Herrmann,q-bio.GN,physics.ins-det
 C. Iliadis,nucl-ex,astro-ph
 C. J. Cotter,math.NA,physics.ao-ph
 C. J. Lobb,cond-mat.supr-con,cond-mat.soft
 C. Jang,cond-mat.mtrl-sci,cond-mat.other
 C. Jentsch,gr-qc,physics.atom-ph
 C. K. Law,quant-ph,cond-mat.mes-hall
 C. Klein,math.AP,math-ph
 C. Kozhuharov,nucl-ex,physics.atom-ph
 C. Kramberger,cond-mat.mtrl-sci,cond-mat.str-el
 C. L. Degen,cond-mat.other,cond-mat.mes-hall
 C. L. Farrow,cond-mat.stat-mech,cond-mat.soft
 C. L. Zhang,cond-mat.mtrl-sci,cond-mat.str-el
 C. Landim,math.PR,cond-mat.stat-mech
 C. Laubschat,cond-mat.str-el,cond-mat.mtrl-sci
 C. Lee,cond-mat.str-el,cond-mat.stat-mech
 C. Li,quant-ph,astro-ph
 C. Liu,hep-lat,astro-ph
 C. M. Arizmendi,cond-mat.soft,cond-mat.stat-mech
 C. M. Ko,nucl-th,hep-ph
 C. M. Newman,math.PR,cond-mat.dis-nn
 C. Martin,cond-mat.str-el,cond-mat.supr-con
 C. Mendoza,cs.CE,astro-ph
 C. Menini,math.CT,math.QA
 C. Michel,quant-ph,cond-mat.mtrl-sci
 C. Monney,cond-mat.other,cond-mat.str-el
 C. Monroe,quant-ph,physics.atom-ph
 C. Montanari,hep-ph,physics.ins-det
 C. N. Lau,cond-mat.mes-hall,cond-mat.mtrl-sci
 C. N. Varney,cond-mat.str-el,cond-mat.quant-gas
 C. O. Bacri,nucl-ex,nucl-th
 C. Ospelkaus,quant-ph,cond-mat.stat-mech
 C. P. Burgess,hep-ph,hep-th
 C. P. Sun,quant-ph,cond-mat.mes-hall
 C. Pauly,nucl-ex,hep-ex
 C. Pierre,physics.gen-ph,math.RT
 C. Pineda,quant-ph,nlin.CD
 C. Proust,cond-mat.supr-con,cond-mat.str-el
 C. Providencia,astro-ph,hep-ph
 C. Pryor,astro-ph,cond-mat.mtrl-sci
 C. Q. Geng,hep-ph,astro-ph
 C. R. Das,hep-ph,hep-th
 C. R. Keeton,math-ph,gr-qc
 C. Ramanathan,cond-mat.mes-hall,quant-ph
 C. Rovira,math.PR,cond-mat.other
 C. Salomon,cond-mat.stat-mech,gr-qc
 C. Schmidt,hep-lat,hep-ph
 C. Schuster,cond-mat.str-el,cond-mat.mes-hall
 C. Semay,hep-ph,physics.class-ph
 C. Stephan,nucl-ex,nucl-th
 C. Strunk,cond-mat.mtrl-sci,cond-mat.mes-hall
 C. Stucchio,physics.atom-ph,math.NA
 C. T. Chen,cond-mat.str-el,cond-mat.supr-con
 C. T. Foxon,cond-mat.mes-hall,cond-mat.mtrl-sci
 C. Tarantino,hep-ph,hep-lat
 C. Testelin,cond-mat.other,cond-mat.mes-hall
 C. Thomsen,cond-mat.str-el,cond-mat.mtrl-sci
 C. V. Tomy,cond-mat.mtrl-sci,cond-mat.str-el
 C. Van Haesendonck,cond-mat.supr-con,cond-mat.mtrl-sci
 C. Vigorito,hep-ex,astro-ph
 C. Volpe,astro-ph,hep-ph
 C. W. Gardiner,cond-mat.other,gr-qc
 C. W. McCurdy,physics.chem-ph,physics.atom-ph
 C. Watson,astro-ph,hep-lat
 C. Weber,nucl-ex,cond-mat.mes-hall
 C. Wetterich,astro-ph,cond-mat.supr-con
 C. Y. Chen,hep-ph,quant-ph
 C. von Ferber,physics.soc-ph,cond-mat.soft
 Caglar Tuncay,cond-mat.mtrl-sci,physics.soc-ph
 Carl D. Modes,cond-mat.stat-mech,cond-mat.soft
 Carlo F. Barenghi,physics.flu-dyn,cond-mat.other
 Carlo Rizzo,hep-ex,physics.optics
 Carlos Gershenson,cs.AI,cs.IT
 Carlos Nunez,hep-ph,hep-th
 Carlos Sancho de Salas,math.AG,math.AC
 Carlos Tomei,math.CA,math.FA
 Carmine Vittoria,cond-mat.mtrl-sci,cond-mat.other
 Carsten Marr,q-bio.GN,q-bio.MN
 Carsten Müller,hep-ph,physics.atom-ph
 Carsten van de Bruck,hep-ph,astro-ph
 Catharina Stroppel,math.QA,math.RT
 Catherine Rainer,math.OC,math.PR
 Cecile Robilliard,hep-ex,physics.optics
 Cecilia Pennetta,cond-mat.stat-mech,q-bio.BM
 Cesar A. Terrero-Escalante,math.CA,hep-th
 Cesare Tronci,physics.plasm-ph,nlin.AO
 Ch. J. Bordé,gr-qc,cond-mat.quant-gas
 Ch. Simon,cond-mat.str-el,cond-mat.mtrl-sci
 Chandan Dasgupta,cond-mat.mtrl-sci,cond-mat.supr-con
 Chandan Singh Dalawat,math.HO,math.NT
 Chandrasekhar Chatterjee,hep-ph,hep-th
 Chandru Iyer,physics.class-ph,physics.gen-ph
 Chang-Hwan Lee,astro-ph,hep-ph
 Chang-Yu Hou,cond-mat.str-el,cond-mat.mes-hall
 Changjun Gao,gr-qc,astro-ph
 Changsoon Kim,quant-ph,physics.atom-ph
 Chao Li,gr-qc,astro-ph
 Chao Liu,cs.NI,astro-ph
 Chao Tian,cs.IT,math.CO
 Chao Zhang,cond-mat.mes-hall,physics.optics
 Chao-Guang Huang,hep-th,gr-qc
 Chaohong Lee,cond-mat.other,quant-ph
 Chaouqi Misbah,cond-mat.soft,cond-mat.mtrl-sci
 Charles Bwalya,physics.bio-ph,physics.chem-ph
 Charles H. Lineweaver,q-bio.PE,astro-ph
 Charles R. Johnson,math-ph,math.CO
 Charles Tahan,cond-mat.mtrl-sci,cond-mat.other
 Charles W. Clark,cond-mat.mes-hall,quant-ph
 Charudatta Galande,cond-mat.mtrl-sci,cond-mat.mes-hall
 Chee Wei Wong,quant-ph,cond-mat.mtrl-sci
 Cheikh Birahim Ndiaye,math.AP,math.DG
 Chenggang Zhou,cond-mat.stat-mech,cond-mat.dis-nn
 Chengguang Bao,cond-mat.other,physics.atm-clus
 Chengming Bai,math-ph,math.QA
 Chengqing Li,cs.CR,nlin.CD
 Chengwu Zhang,gr-qc,astro-ph
 Chenyang Xu,math.NT,math.AG
 Cheol-Hyun Cho,math.AT,math.SG
 Cheong Xin Chan,q-bio.PE,q-bio.GN
 Cheryl E. Praeger,math.CO,math.RA
 Chi-Keung Ng,math.CT,math.OA
 Chiara Daraio,nlin.PS,cond-mat.mtrl-sci
 Chih-Piao Chuu,physics.gen-ph,physics.flu-dyn
 Ching-Hwa Eu,math.RT,math.RA
 Choong Seon Hong,cs.OH,cs.NI
 Chr. Wunderlich,quant-ph,physics.atom-ph
 Chris J. Lee,physics.optics,cond-mat.soft
 Chris Messenger,gr-qc,astro-ph
 Chris Smyth,math.CO,math.NT
 Christian Bogner,hep-ph,hep-th
 Christian Borgs,math.PR,cs.IT
 Christian Buth,physics.chem-ph,physics.atom-ph
 Christian D. Ott,astro-ph,gr-qc
 Christian Goulding,math.PR,cs.IT
 Christian Gutschwager,hep-th,math.CO
 Christian H. Schunck,cond-mat.supr-con,cond-mat.soft
 Christian Hainzl,cond-mat.supr-con,math-ph
 Christian Jansson,math.OC,quant-ph
 Christian Klingenberg,math.AP,astro-ph
 Christian Lisdat,cond-mat.other,physics.atom-ph
 Christian Miebach,math.RT,math.CV
 Christian Reinboth,cs.OH,physics.optics
 Christian Schröder,physics.atm-clus,cond-mat.other
 Christian Schwarz,gr-qc,cond-mat.other
 Christian Spethmann,hep-ph,physics.acc-ph
 Christian Svensson,math.RA,math.OA
 Christian Wagner,cond-mat.stat-mech,astro-ph
 Christian Wolf,math.DS,astro-ph
 Christine Bachoc,math.MG,math.CO
 Christine Chen,astro-ph,quant-ph
 Christof Puhle,math.DG,math.SP
 Christoph Dellago,cond-mat.soft,cond-mat.stat-mech
 Christoph Reisinger,q-fin.PR,math.NA
 Christoph Richard,math.SP,math-ph
 Christoph Schweigert,hep-th,math.CT
 Christophe Le Poncin-Lafitte,astro-ph,gr-qc
 Christopher Hoffman,math.PR,math.CO
 Christopher J. Hillar,math-ph,math.AC
 Christopher M. Lavelle,nucl-ex,physics.atom-ph
 Christopher S. Withers,math.SP,stat.ME
 Christopher T. Hill,hep-ph,hep-th
 Christos Charmousis,gr-qc,astro-ph
 Christos Efthymiopoulos,astro-ph,nlin.SI
 Chuanwei Zhang,cond-mat.str-el,quant-ph
 Chul Kim,hep-ph,cond-mat.str-el
 Chul Koo Kim,physics.bio-ph,cond-mat.stat-mech
 Chun-Hsien Wu,gr-qc,quant-ph
 Chun-Yen Shen,math.FA,math.CV
 Chung-Hou Chung,cond-mat.str-el,cond-mat.mes-hall
 Chung-I Tan,hep-ph,hep-th
 Chunlin Wang,math.ST,q-bio.PE
 Ciamac C. Moallemi,math.OC,cs.IT
 Claire Berger,cond-mat.mes-hall,cond-mat.mtrl-sci
 Claude Vallee,math.AP,math.FA
 Claudia Felser,physics.comp-ph,cond-mat.mtrl-sci
 Claudio Chamon,cond-mat.str-el,cond-mat.stat-mech
 Claudio Conti,physics.optics,cond-mat.soft
 Claudio Dappiaggi,hep-th,gr-qc
 Claudio Nassif,gr-qc,hep-ph
 Claudio Pica,hep-lat,hep-th
 Claus Laemmerzahl,gr-qc,astro-ph
 Claus Zimmermann,physics.atom-ph,nlin.PS
 Clemens Huemer,math.CO,cs.CG
 Clifford Cheung,hep-ph,hep-th
 Cong-Feng Qiao,hep-ph,quant-ph
 Constantin Teleman,math.AG,math.AT
 Constantino Tsallis,cond-mat.soft,cond-mat.stat-mech
 Constantinos Daskalakis,cs.DS,math.PR
 Constanze Metzger,cond-mat.other,cond-mat.mes-hall
 Corinna Kollath,cond-mat.str-el,cond-mat.stat-mech
 Cosima Schuster,cond-mat.supr-con,cond-mat.mes-hall
 Cosma Rohilla Shalizi,cs.CY,physics.data-an
 Craig C. Douglas,math.NA,physics.ao-ph
 Craig J. Hogan,gr-qc,astro-ph
 Cristian Martinez,hep-th,cond-mat.stat-mech
 Cristina Bena,cond-mat.str-el,cond-mat.mes-hall
 Cristina Toninelli,cs.DS,math.PR
 Cristinel Mardare,math.CA,gr-qc
 Cristobald de Kerchove,cs.IR,physics.soc-ph
 Cun-Hui Zhang,math.ST,stat.ME
 D. A. Brown,nucl-ex,gr-qc
 D. A. Kulikov,hep-th,quant-ph
 D. A. Orlov,physics.atom-ph,cond-mat.mes-hall
 D. A. Wisniacki,cond-mat.mes-hall,nlin.CD
 D. Ahn,cond-mat.mes-hall,hep-th
 D. B. Blaschke,hep-ph,nucl-th
 D. B. Ion,physics.gen-ph,nucl-th
 D. B. McReynolds,math.DG,math.GT
 D. Ballester,cond-mat.str-el,physics.plasm-ph
 D. Beliaev,math.CV,math.CA
 D. Belitz,cond-mat.stat-mech,cond-mat.supr-con
 D. Bennett,hep-ph,astro-ph
 D. Bimberg,cond-mat.mtrl-sci,cond-mat.other
 D. Binosi,hep-ph,cond-mat.other
 D. Bloch,quant-ph,physics.class-ph
 D. Bogoslawsky,nucl-ex,hep-ex
 D. Budker,physics.atom-ph,physics.chem-ph
 D. Burns,math.CV,math.NT
 D. C. Elias,cond-mat.mes-hall,cond-mat.mtrl-sci
 D. C. Ralph,cond-mat.mes-hall,cond-mat.other
 D. C. Tsui,cond-mat.str-el,cond-mat.mes-hall
 D. Cline,nucl-ex,physics.ins-det
 D. Colson,cond-mat.supr-con,cond-mat.mtrl-sci
 D. D. Awschalom,cond-mat.mes-hall,cond-mat.other
 D. D. Sarma,cond-mat.mtrl-sci,cond-mat.str-el
 D. Di Ferdinando,hep-ex,physics.ins-det
 D. Dujmic,physics.ins-det,astro-ph
 D. E. Chang,cond-mat.other,quant-ph
 D. E. Feldman,cond-mat.mes-hall,cond-mat.other
 D. E. Pelinovsky,cond-mat.other,nlin.PS
 D. F. McMorrow,cond-mat.supr-con,cond-mat.str-el
 D. Frenkel,cond-mat.other,cond-mat.soft
 D. G. C. McKeon,gr-qc,hep-th
 D. G. Cory,cond-mat.mes-hall,quant-ph
 D. G. Ireland,nucl-th,hep-ph
 D. G. Polyakov,cond-mat.mes-hall,cond-mat.dis-nn
 D. Gammon,cond-mat.other,cond-mat.mes-hall
 D. Gershoni,quant-ph,cond-mat.mes-hall
 D. Grumiller,hep-th,gr-qc
 D. H. Lu,cond-mat.supr-con,cond-mat.str-el
 D. H. Phong,math.CV,math.DG
 D. Hayes,nucl-ex,physics.ins-det
 D. Hennig,cond-mat.stat-mech,cond-mat.soft
 D. Hsieh,cond-mat.str-el,cond-mat.supr-con
 D. I. Khomskii,cond-mat.mtrl-sci,cond-mat.str-el
 D. J. Mowbray,physics.atom-ph,cond-mat.mtrl-sci
 D. K. Srivastava,nucl-th,hep-ph
 D. Koelle,cond-mat.supr-con,cond-mat.mes-hall
 D. Kotschick,math.GT,math.AT
 D. L. Schlagel,cond-mat.mtrl-sci,cond-mat.str-el
 D. L. Shepelyansky,cond-mat.mes-hall,cond-mat.dis-nn
 D. L. Stein,cond-mat.stat-mech,cond-mat.dis-nn
 D. L. Zhou,quant-ph,cond-mat.mes-hall
 D. Lacoste,cond-mat.stat-mech,cond-mat.soft
 D. Leibfried,cond-mat.other,quant-ph
 D. Li,quant-ph,cond-mat.supr-con
 D. Lohse,nlin.CD,physics.flu-dyn
 D. M. Asner,hep-ex,hep-ph
 D. M. Gangardt,cond-mat.stat-mech,cond-mat.other
 D. M. Ghilencea,hep-ph,hep-th
 D. M. Segal,physics.atom-ph,quant-ph
 D. M. Silevitch,cond-mat.other,cond-mat.dis-nn
 D. Manjunath,math.PR,cs.IT
 D. Marinucci,astro-ph,math.PR
 D. Matsukevich,quant-ph,physics.atom-ph
 D. Mekterovic,nucl-ex,hep-ph
 D. Menze,nucl-ex,hep-ph
 D. Morrison,astro-ph,nucl-ex
 D. N. Basov,cond-mat.supr-con,cond-mat.mtrl-sci
 D. N. Hendrickson,cond-mat.mes-hall,cond-mat.other
 D. N. Jamieson,quant-ph,cond-mat.mes-hall
 D. N. Sheng,cond-mat.str-el,cond-mat.mes-hall
 D. N. Yetter,math.GT,math.CT
 D. Navarro,cond-mat.dis-nn,cs.AR
 D. Novikov,math.DG,astro-ph
 D. P. Mahapatra,hep-ph,cond-mat.mtrl-sci
 D. P. Menezes,nucl-th,astro-ph
 D. Petz,math.PR,math-ph
 D. Price,astro-ph,cs.CY
 D. Qian,cond-mat.str-el,cond-mat.supr-con
 D. Quintavalle,cond-mat.str-el,cond-mat.mtrl-sci
 D. R. Timothy Jones,hep-ph,hep-th
 D. R. Yakovlev,cond-mat.mes-hall,cond-mat.other
 D. Rebreyend,quant-ph,nucl-ex
 D. Richards,astro-ph,cond-mat.other
 D. Rugar,cond-mat.other,cond-mat.mes-hall
 D. S. Dessau,cond-mat.other,cond-mat.str-el
 D. S. Golubev,cond-mat.supr-con,cond-mat.mes-hall
 D. S. Murphy,physics.chem-ph,quant-ph
 D. Sarkisyan,physics.atom-ph,physics.class-ph
 D. Schwalm,nucl-ex,physics.atom-ph
 D. Sciretti,cond-mat.dis-nn,cs.AR
 D. Silva,astro-ph,cond-mat.stat-mech
 D. Sornette,q-fin.GN,physics.data-an
 D. Sosa,math.DG,math-ph
 D. Sprinzl,cond-mat.mes-hall,cond-mat.mtrl-sci
 D. Stauffer,q-bio.PE,physics.soc-ph
 D. Strottman,hep-ph,nucl-th
 D. Sugny,quant-ph,math-ph
 D. Sviridia,nucl-ex,hep-ex
 D. T. Robb,cond-mat.stat-mech,cond-mat.soft
 D. T. Son,cond-mat.other,hep-th
 D. Talbayev,cond-mat.str-el,cond-mat.supr-con
 D. V. Anghel,cond-mat.mes-hall,cond-mat.dis-nn
 D. V. Fedorov,nucl-th,quant-ph
 D. V. Khveshchenko,cond-mat.str-el,cond-mat.mes-hall
 D. W. Kim,hep-ph,astro-ph
 D. W. Savin,physics.atom-ph,astro-ph
 D. Walther,nucl-ex,hep-ph
 D. Wang,physics.atom-ph,astro-ph
 D. Wu,cond-mat.str-el,cond-mat.mtrl-sci
 D. X. Yao,cond-mat.str-el,cond-mat.supr-con
