author,cat_earliest,cat_latest
 A. D. Mahabir,cond-mat.mtrl-sci,cond-mat.str-el
 A. D. Manita,math-ph,math.PR
 A. D. Marino,hep-ph,hep-ex
 A. D. Martinez Rojas,physics.ins-det,astro-ph.HE
 A. D. Medus,q-bio.PE,physics.soc-ph
 A. D. Meyertholen,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. D. Miller,astro-ph,astro-ph.GA
 A. D. Mironov,math-ph,hep-ph
 A. D. Missert,hep-ex,physics.ins-det
 A. D. Mohite,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. D. Montero-Dorta,astro-ph.CO,astro-ph.GA
 A. D. Morozov,math.DS,cond-mat.mtrl-sci
 A. D. Myers,astro-ph,astro-ph.CO
 A. D. Nobre,physics.flu-dyn,physics.ao-ph
 A. D. O'Connell,cond-mat.supr-con,cond-mat.mes-hall
 A. D. Opolonin,physics.ins-det,hep-ex
 A. D. Panagiotou,hep-ex,nucl-ex
 A. D. Panferov,physics.plasm-ph,cond-mat.mes-hall
 A. D. Panov,quant-ph,astro-ph.HE
 A. D. Papadopoulos,physics.plasm-ph,quant-ph
 A. D. Parks,physics.ins-det,quant-ph
 A. D. Phan,cond-mat.mes-hall,cond-mat.soft
 A. D. Pilkington,hep-ph,physics.acc-ph
 A. D. Pollington,math.NT,physics.hist-ph
 A. D. Polyanin,physics.flu-dyn,cs.DL
 A. D. R. Choudary,math.AP,math.AT
 A. D. Rains,astro-ph.SR,astro-ph.EP
 A. D. Rata,cond-mat.str-el,cond-mat.mtrl-sci
 A. D. Rogava,astro-ph,gr-qc
 A. D. Romeo,astro-ph,astro-ph.GA
 A. D. Rosa,cond-mat.str-el,physics.geo-ph
 A. D. S. Richards,cond-mat.supr-con,cond-mat.str-el
 A. D. Saenz,physics.atom-ph,physics.plasm-ph
 A. D. Santos,astro-ph.HE,hep-ex
 A. D. Saprykin,quant-ph,physics.class-ph
 A. D. Schwope,astro-ph,astro-ph.HE
 A. D. Semenov,cond-mat.supr-con,cond-mat.mes-hall
 A. D. Seymour,astro-ph.SR,astro-ph.HE
 A. D. Shaw,physics.ins-det,math.DS
 A. D. Silva,astro-ph.IM,gr-qc
 A. D. Smith,cond-mat.mes-hall,physics.app-ph
 A. D. Speliotopoulos,astro-ph,gr-qc
 A. D. Stauffer,physics.ins-det,physics.hist-ph
 A. D. Stepanov,physics.acc-ph,physics.plasm-ph
 A. D. Stone,cond-mat.mes-hall,physics.optics
 A. D. Sulimov,physics.ins-det,hep-ex
 A. D. Supanitsky,astro-ph,astro-ph.HE
 A. D. Sánchez,cond-mat.stat-mech,quant-ph
 A. D. T. Short,astro-ph,astro-ph.IM
 A. D. Turner,astro-ph,astro-ph.CO
 A. D. V. Di Virgilio,gr-qc,physics.geo-ph
 A. D. Vasiliev,cond-mat.str-el,cond-mat.supr-con
 A. D. West,cond-mat.mes-hall,physics.atom-ph
 A. D. White,cond-mat.mtrl-sci,physics.atom-ph
 A. D. Wibisono,astro-ph.EP,astro-ph.IM
 A. D. Wilson-Gordon,quant-ph,physics.atom-ph
 A. D. Wright,cond-mat.soft,q-bio.SC
 A. D. Zaikin,cond-mat,cond-mat.supr-con
 A. DAngelo,nucl-ex,hep-ex
 A. Da Silva,gr-qc,astro-ph.GA
 A. Dabholkar,hep-th,hep-lat
 A. Dabrowski,hep-ex,physics.ins-det
 A. Dadkhah,quant-ph,math.FA
 A. Daerr,cond-mat.soft,nlin.AO
 A. Dahal,cond-mat.str-el,cond-mat.mes-hall
 A. Dahlhoff,hep-ex,hep-ph
 A. Dainese,hep-ph,physics.acc-ph
 A. Dal Lago,astro-ph.IM,astro-ph.HE
 A. Daleo,quant-ph,hep-ph
 A. Dalgarno,physics.atom-ph,physics.atm-clus
 A. Dall'Aglio,astro-ph,astro-ph.CO
 A. Dally,nucl-ex,hep-ex
 A. Damiano,math.AC,astro-ph.HE
 A. Damin,cond-mat.mtrl-sci,cond-mat.soft
 A. Damineli,astro-ph,astro-ph.SR
 A. Damodaram,cs.CR,cs.NI
 A. Damyanova,physics.geo-ph,hep-ex
 A. Dana,quant-ph,astro-ph.HE
 A. Danagoulian,nucl-ex,cond-mat.mtrl-sci
 A. Danani,cond-mat.dis-nn,cond-mat.mtrl-sci
 A. Danehkar,hep-th,astro-ph.HE
 A. Daniel,astro-ph,nucl-ex
 A. Daniel Carnerero,eess.SY,math.OC
 A. Daniel McCartt,physics.app-ph,physics.chem-ph
 A. Danilenko,astro-ph.SR,cond-mat.str-el
 A. Danilov,cond-mat.mes-hall,physics.atom-ph
 A. Danu,physics.ins-det,hep-ex
 A. Dapergolas,astro-ph,astro-ph.GA
 A. Dareau,cond-mat.quant-gas,physics.atom-ph
 A. Dariush,astro-ph,astro-ph.GA
 A. Darzi,cs.SI,q-bio.NC
 A. Das,cs.NI,hep-ex
 A. Dasgupta,astro-ph,gr-qc
 A. Dash,physics.ins-det,hep-ex
 A. Dastgheibi,astro-ph.IM,physics.ins-det
 A. Dastgheibi Fard,physics.ins-det,hep-ph
 A. Dastgheibi-Fard,astro-ph.IM,physics.ins-det
 A. Datesman,physics.ins-det,astro-ph.IM
 A. Datta,hep-ph,nucl-ex
 A. Datwyler,physics.ins-det,hep-ex
 A. Daumas,astro-ph.HE,gr-qc
 A. Dauphin,cond-mat.str-el,cond-mat.dis-nn
 A. Davenport,astro-ph.HE,gr-qc
 A. David,nucl-ex,hep-ex
 A. David Edwards,eess.IV,cs.CV
 A. David Redish,q-bio.NC,cs.IT
 A. Davidenko,hep-ex,physics.ins-det
 A. Davidson,hep-th,hep-ex
 A. Davis,astro-ph,hep-ex
 A. Davody,hep-th,hep-lat
 A. Davour,physics.ins-det,hep-ex
 A. Davydov,math.QA,cond-mat.supr-con
 A. Dawes,astro-ph,astro-ph.CO
 A. Day-Jones,astro-ph,astro-ph.SR
 A. Dbeyssi,nucl-th,hep-ex
 A. De,hep-lat,nucl-ex
 A. De Angelis,astro-ph,astro-ph.HE
 A. De Benedittis,physics.ins-det,hep-ex
 A. De Biasi,nucl-ex,hep-ex
 A. De Candia,cond-mat.stat-mech,hep-ex
 A. De Caro,hep-ph,hep-ex
 A. De Castro,hep-th,astro-ph.IM
 A. De Cia,astro-ph.CO,astro-ph.GA
 A. De Falco,nucl-ex,astro-ph.HE
 A. De Felice,gr-qc,astro-ph.CO
 A. De Gouvea,hep-ex,physics.ins-det
 A. De Horta,astro-ph.HE,astro-ph.EP
 A. De Koter,astro-ph,astro-ph.GA
 A. De Lorenzis,physics.ins-det,quant-ph
 A. De Luca,astro-ph,astro-ph.HE
 A. De Lucia,astro-ph.CO,astro-ph
 A. De Maio,cs.IT,math.ST
 A. De Marco,astro-ph.IM,astro-ph.GA
 A. De Ninno,physics.bio-ph,physics.plasm-ph
 A. De Roeck,hep-ph,hep-ex
 A. De Rosa,astro-ph,astro-ph.GA
 A. De Rossi,physics.optics,math.NA
 A. De Roubin,physics.ins-det,nucl-ex
 A. De Rujula,astro-ph,hep-ph
 A. De Rújula,astro-ph,hep-ph
 A. De Silva,nucl-ex,hep-ex
 A. De Sio,physics.acc-ph,astro-ph.EP
 A. De Vita,physics.bio-ph,hep-ex
 A. De Wit,cond-mat.soft,physics.ins-det
 A. De la Torre,hep-ex,physics.comp-ph
 A. De. Roeck,hep-ex,physics.acc-ph
 A. DeAngelis,astro-ph,astro-ph.HE
 A. DeGroot,astro-ph.CO,astro-ph.GA
 A. DeMasi,cond-mat.str-el,cond-mat.mtrl-sci
 A. DeRoeck,hep-ph,hep-ex
 A. DeSimone,math.FA,gr-qc
 A. Deac,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Deak,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Decelle,astro-ph.CO,stat.ML
 A. Decourchelle,astro-ph,astro-ph.HE
 A. Deisting,physics.ins-det,hep-ex
 A. Dejneka,cond-mat.mtrl-sci,cond-mat.str-el
 A. Dekel,astro-ph,astro-ph.GA
 A. Dekker,physics.ins-det,hep-ph
 A. Del Dotto,nucl-th,physics.acc-ph
 A. Del Maestro,cond-mat.stat-mech,physics.comp-ph
 A. Del Moro,astro-ph,astro-ph.GA
 A. Del Olmo,astro-ph,astro-ph.GA
 A. Del Popolo,astro-ph,astro-ph.HE
 A. Del Prete,physics.ins-det,hep-ph
 A. Delacroix,astro-ph.IM,astro-ph.HE
 A. Delaigle,astro-ph.SR,astro-ph.HE
 A. Delbart,astro-ph,hep-ex
 A. Delboulbe,astro-ph,astro-ph.EP
 A. Delboulbé,astro-ph,astro-ph.GA
 A. Delfino,cond-mat,quant-ph
 A. Delga,cond-mat.mes-hall,physics.optics
 A. Delgado,quant-ph,gr-qc
 A. Delia,cond-mat.str-el,cond-mat.mes-hall
 A. Delin,cond-mat.str-el,cond-mat.mtrl-sci
 A. Dell'Acqua,cs.DC,hep-ex
 A. Dell'Oro,astro-ph.IM,astro-ph.GA
 A. Della Corte,math.AP,math.DS
 A. Della Selva,astro-ph,astro-ph.CO
 A. Deller,astro-ph,astro-ph.HE
 A. Deloff,nucl-th,hep-ex
 A. Delsanti,astro-ph,astro-ph.EP
 A. Demanov,physics.ins-det,hep-ex
 A. Dementsov,quant-ph,cond-mat.mtrl-sci
 A. Demetrio,hep-ex,physics.ins-det
 A. Demichev,hep-th,astro-ph.IM
 A. Demidovich,physics.optics,physics.atm-clus
 A. Demir,cond-mat.mes-hall,eess.IV
 A. Demircan,physics.optics,physics.comp-ph
 A. Demuer,cond-mat.supr-con,cond-mat.str-el
 A. Deninger,physics.optics,physics.atom-ph
 A. Denis,cond-mat.mes-hall,astro-ph.EP
 A. Denker,nucl-th,nucl-ex
 A. Denner,hep-ph,physics.acc-ph
 A. Denoeud,physics.geo-ph,physics.plasm-ph
 A. Densmore,physics.optics,astro-ph.IM
 A. Depasse,astro-ph.HE,gr-qc
 A. Depoian,hep-ex,physics.ins-det
 A. Deppman,nucl-th,hep-ph
 A. Der Mesrobian-Kabakian,nucl-ex,hep-ex
 A. Derekas,astro-ph,astro-ph.EP
 A. Dereux,cond-mat.other,cond-mat.mes-hall
 A. Derevianko,physics.atom-ph,physics.optics
 A. Derevschikov,hep-ex,physics.ins-det
 A. Dergacheva,physics.ins-det,hep-ex
 A. Deriabina,physics.bio-ph,q-bio.BM
 A. Dermenev,physics.ins-det,hep-ex
 A. Derosa,astro-ph.CO,astro-ph.IM
 A. Dery,physics.ins-det,hep-ph
 A. Descamps,physics.ins-det,cond-mat.mtrl-sci
 A. Descamps-Mandine,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Deshmukh,physics.flu-dyn,physics.ins-det
 A. Deshpande,hep-ex,nucl-ex
 A. Dettlaff,astro-ph,astro-ph.IM
 A. Deur,astro-ph,nucl-ex
 A. Deutsch,cond-mat.soft,cond-mat.stat-mech
 A. Dev,astro-ph.CO,astro-ph.GA
 A. Devaraj,astro-ph.GA,astro-ph.SR
 A. Devaux,nucl-ex,hep-ex
 A. Devishvili,cond-mat.str-el,cond-mat.mtrl-sci
 A. Devoto,astro-ph.CO,physics.ins-det
 A. Dewes,quant-ph,cond-mat.mes-hall
 A. Dexter,physics.acc-ph,physics.plasm-ph
 A. Dey,astro-ph,astro-ph.CO
 A. Dhani,astro-ph.CO,gr-qc
 A. Dhar,cond-mat.dis-nn,hep-ex
 A. Dhara,cond-mat.mes-hall,astro-ph.HE
 A. Dhillon,math.NT,math.AG
 A. Di Bartolomeo,hep-ex,quant-ph
 A. Di Bernardo,cond-mat.supr-con,cond-mat.str-el
 A. Di Carli,cond-mat.quant-gas,physics.atom-ph
 A. Di Carlo,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Di Cecco,astro-ph.GA,astro-ph.SR
 A. Di Ciaccio,astro-ph,physics.acc-ph
 A. Di Cianno,astro-ph.IM,astro-ph.GA
 A. Di Cintio,astro-ph.CO,astro-ph.GA
 A. Di Credico,astro-ph.IM,gr-qc
 A. Di Crescenzo,cond-mat.soft,hep-ex
 A. Di Donato,astro-ph.IM,physics.app-ph
 A. Di Francesco,physics.ins-det,math-ph
 A. Di Garbo,nlin.CD,math.DS
 A. Di Giorgio,astro-ph.CO,astro-ph.GA
 A. Di Lieto,gr-qc,astro-ph.CO
 A. Di Ludovico,astro-ph.HE,hep-ex
 A. Di Marco,hep-ph,astro-ph.HE
 A. Di Matteo,cond-mat.mtrl-sci,astro-ph.HE
 A. Di Mattia,hep-ex,physics.ins-det
 A. Di Mauro,physics.ins-det,hep-ex
 A. Di Michele,physics.bio-ph,astro-ph.HE
 A. Di Paola,astro-ph,astro-ph.EP
 A. Di Pietro,nucl-ex,cond-mat.mes-hall
 A. Di Salvo,astro-ph.SR,astro-ph.IM
 A. Di Simone,hep-ex,physics.ins-det
 A. Di Virgilio,physics.ins-det,astro-ph.CO
 A. DiGiovanni,physics.ins-det,astro-ph.HE
 A. DiPaola,astro-ph,astro-ph.CO
 A. Diaferio,astro-ph,astro-ph.CO
 A. Dianat,physics.app-ph,cond-mat.mes-hall
 A. Diatta,physics.optics,math.DG
 A. Diaz,astro-ph,hep-ex
 A. Diaz Damian,astro-ph.HE,astro-ph.IM
 A. Diaz-Guilera,cond-mat.dis-nn,cond-mat.stat-mech
 A. Diaz-Morcillo,hep-ex,hep-ph
 A. Diaz-Ocampo,astro-ph.CO,astro-ph.GA
 A. Diaz-Rubio,physics.optics,physics.app-ph
 A. Diaz-Sanchez,cond-mat.stat-mech,astro-ph.GA
 A. Diaz-Torres,nucl-ex,nucl-th
 A. Diaz-de-Anda,cond-mat.mes-hall,physics.class-ph
 A. Dick,physics.ins-det,physics.acc-ph
 A. Dickenstein,math.AG,math.DS
 A. Didier,physics.optics,physics.atom-ph
 A. Dieball,astro-ph,astro-ph.SR
 A. Dieguez,physics.ins-det,hep-ex
 A. Diepvens,astro-ph.EP,astro-ph.HE
 A. Dietrich,quant-ph,cond-mat.mes-hall
 A. Dietz,hep-ph,astro-ph.CO
 A. Dighe,hep-ph,hep-ex
 A. Dikgale,astro-ph.IM,astro-ph.GA
 A. Dima,hep-ex,gr-qc
 A. Dimakis,hep-th,math-ph
 A. Dimitriadis,hep-th,cs.NI
 A. Dimitrov,physics.ins-det,hep-ex
 A. Dimmock,physics.space-ph,astro-ph.SR
 A. Din,cs.NI,hep-ph
 A. Dioguardi,cond-mat.supr-con,cond-mat.str-el
 A. Dion,hep-ex,nucl-ex
 A. Dirks,cond-mat.str-el,cond-mat.quant-gas
 A. Distefano,astro-ph.HE,astro-ph.IM
 A. Dittmann,astro-ph.HE,physics.ins-det
 A. Divin,physics.plasm-ph,physics.space-ph
 A. Divochiy,physics.ins-det,cond-mat.supr-con
 A. Dixit,hep-ph,gr-qc
 A. Djannati-Atai,astro-ph,astro-ph.HE
 A. Dmitriev,cond-mat.stat-mech,gr-qc
 A. Dmytriiev,astro-ph.IM,astro-ph.HE
 A. Do,astro-ph.IM,astro-ph.HE
 A. Doane,astro-ph,astro-ph.SR
 A. Dobbie,cond-mat.mes-hall,cond-mat.str-el
 A. Dobbs,hep-ex,physics.acc-ph
 A. Dobi,physics.ins-det,hep-ex
 A. Doblhammer,physics.acc-ph,hep-ph
 A. Dobrin,physics.ins-det,hep-ex
 A. Dobrotka,astro-ph,astro-ph.GA
 A. Dobrovolskiy,cond-mat.soft,physics.app-ph
 A. Dobry,cond-mat,cond-mat.mes-hall
 A. Dochain,physics.atom-ph,physics.chem-ph
 A. Doche,physics.acc-ph,physics.plasm-ph
 A. Doerr,physics.ins-det,nucl-ex
 A. Doi,astro-ph,astro-ph.HE
 A. Doikou,math-ph,math.QA
 A. Doinaki,hep-ex,nucl-ex
 A. Dolfi,astro-ph.CO,astro-ph.GA
 A. Dolgolenko,hep-ex,nucl-ex
 A. Dolinskii,physics.acc-ph,nucl-ex
 A. Doll,physics.app-ph,cond-mat.supr-con
 A. Dolphin,astro-ph,astro-ph.GA
 A. Domiciano De Souza,astro-ph,gr-qc
 A. Domiciano de Souza,astro-ph,astro-ph.IM
 A. Domingo,astro-ph,astro-ph.HE
 A. Dominguez,astro-ph,astro-ph.HE
 A. Dominjon,physics.data-an,physics.acc-ph
 A. Domula,nucl-ex,physics.ins-det
 A. Donabidowicz,cond-mat.str-el,cond-mat.supr-con
 A. Donath,gr-qc,astro-ph.HE
 A. Donati,astro-ph,astro-ph.CO
 A. Donea,astro-ph.IM,astro-ph.GA
 A. Donev,cond-mat.stat-mech,cond-mat.soft
 A. Donini,hep-ph,astro-ph.HE
 A. Doressoundiram,astro-ph,astro-ph.EP
 A. Doria,hep-ex,physics.ins-det
 A. Dorigo,physics.comp-ph,cs.SE
 A. Dorn,cond-mat.mes-hall,physics.atom-ph
 A. Dorne,nucl-ex,physics.atom-ph
 A. Dorneich,cond-mat.supr-con,cond-mat.str-el
 A. Dorodnitsyn,astro-ph,astro-ph.HE
 A. Dorokhov,hep-ph,hep-ex
 A. Doroshkevich,astro-ph,astro-ph.CO
 A. Dorta-Urra,cond-mat.stat-mech,quant-ph
 A. Dote,nucl-th,math.ST
 A. Dotter,astro-ph,astro-ph.SR
 A. Dotti,hep-ex,physics.comp-ph
 A. Dougal Mackey,astro-ph,astro-ph.GA
 A. Douglas Stone,cond-mat,physics.optics
 A. Douillet,physics.ins-det,hep-ex
 A. Dove,astro-ph.EP,astro-ph.CO
 A. Doxtator,physics.ins-det,hep-ex
 A. Doyle,astro-ph.EP,hep-ex
 A. Drabent,astro-ph.GA,astro-ph.CO
 A. Drabinska,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Dragić,physics.ao-ph,nucl-ex
 A. Drago,hep-ex,astro-ph.HE
 A. Dragone,physics.ins-det,physics.comp-ph
 A. Drake,astro-ph,astro-ph.GA
 A. Dranishnikov,math.GT,math.KT
 A. Dreau,quant-ph,cond-mat.mes-hall
 A. Drees,hep-ex,nucl-ex
 A. Dreismann,cond-mat.mes-hall,cond-mat.other
 A. Dress,nucl-ex,math.CO
 A. Dressler,astro-ph,astro-ph.GA
 A. Drezet,physics.optics,cond-mat.mes-hall
 A. Driouich,math.SP,math.FA
 A. Drlica-Wagner,astro-ph.HE,astro-ph.CO
 A. Droghetti,cond-mat.mtrl-sci,cond-mat.str-el
 A. Droster,quant-ph,hep-ex
 A. Drouard,nucl-ex,astro-ph.EP
 A. Drozdetskiy,hep-ph,hep-ex
 A. Drutskoy,hep-ph,hep-ex
 A. Drzewiński,cond-mat.stat-mech,cond-mat.mtrl-sci
 A. Dréau,cond-mat.supr-con,physics.optics
 A. Drémeau,cs.NA,cs.LG
 A. Duarte,math.ST,q-bio.NC
 A. Duarte-Cabral,astro-ph,astro-ph.GA
 A. Dubey,hep-ex,nucl-th
 A. Dubinin,hep-ph,nucl-th
 A. Dubla,nucl-th,hep-ph
 A. Dubois,astro-ph.IM,physics.atom-ph
 A. Dubreuil,physics.ins-det,hep-ex
 A. Dubroka,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Dubrovskiy,hep-th,physics.acc-ph
 A. Dudarev,physics.ins-det,hep-ph
 A. Dudka,cond-mat.str-el,cond-mat.supr-con
 A. Dudko,math.CA,math.CO
 A. Dudley,quant-ph,physics.optics
 A. Dudnikov,hep-ex,physics.ins-det
 A. Duff,math.RA,hep-ph
 A. Duft,quant-ph,cond-mat.str-el
 A. Dugas,math.RT,astro-ph.HE
 A. Duluard,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Dumas,astro-ph.HE,hep-ex
 A. Dumitru,nucl-th,hep-ph
 A. Duncan,cond-mat,stat.ML
 A. Dunning,physics.atom-ph,astro-ph.HE
 A. Duran,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Durand,physics.app-ph,cond-mat.mtrl-sci
 A. Durbala,astro-ph,astro-ph.CO
 A. Durglishvili,hep-ph,physics.ins-det
 A. Durkalec,astro-ph.CO,astro-ph.GA
 A. Durmus,math-ph,quant-ph
 A. Durum,hep-ex,nucl-ex
 A. Durán,cond-mat.mtrl-sci,math.AP
 A. Dushkin,astro-ph,physics.ins-det
 A. Duspayev,physics.ins-det,physics.atom-ph
 A. Dussaux,cond-mat.mes-hall,astro-ph.IM
 A. Dusza,cond-mat.supr-con,cond-mat.str-el
 A. Dutfoy,stat.CO,math.ST
 A. Dutrey,astro-ph,astro-ph.EP
 A. Dutta,cond-mat.mtrl-sci,astro-ph.CO
 A. Duval,cs.OH,physics.acc-ph
 A. Dvurecenskij,quant-ph,math-ph
 A. Dvurečenskij,math.FA,math-ph
 A. Dwivedi,eess.SP,cond-mat.mtrl-sci
 A. Dydejczyk,q-bio.PE,physics.soc-ph
 A. Dye,astro-ph,hep-ex
 A. Dymarsky,hep-th,hep-ph
 A. Dyshkant,physics.ins-det,hep-ex
 A. Dyson,cond-mat.mes-hall,physics.acc-ph
 A. Dziedzic,physics.flu-dyn,physics.ins-det
 A. Dzierba,hep-ex,physics.ins-det
 A. Dzyuba,nucl-ex,hep-ex
 A. Díaz,astro-ph.CO,cs.CE
 A. Díaz-Guilera,cond-mat.dis-nn,physics.data-an
 A. Díaz-Morcillo,physics.ins-det,hep-ex
 A. Díaz-Pulido,astro-ph.GA,astro-ph.IM
 A. Díaz-Sánchez,astro-ph.IM,astro-ph.GA
 A. Díaz-de-Anda,cond-mat.dis-nn,physics.optics
 A. Döpp,physics.acc-ph,physics.optics
 A. E. Allahverdyan,cond-mat.stat-mech,cs.LG
 A. E. Anthony,nucl-ex,hep-ex
 A. E. Antipov,physics.optics,cond-mat.str-el
 A. E. Barzakh,nucl-ex,physics.atom-ph
 A. E. Bauer,astro-ph,astro-ph.GA
 A. E. Belyaev,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. E. Biondo,q-fin.ST,physics.soc-ph
 A. E. Bolotnikov,nucl-ex,hep-ex
 A. E. Bondarev,physics.comp-ph,math.NA
 A. E. Botha,nlin.CD,cond-mat.supr-con
 A. E. Broderick,astro-ph,astro-ph.HE
 A. E. Brouwer,math.CO,math.GM
 A. E. Bruchhausen,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. E. Camisasca,astro-ph.IM,astro-ph.HE
 A. E. Carlsson,cond-mat.mtrl-sci,physics.bio-ph
 A. E. Charman,physics.class-ph,physics.atom-ph
 A. E. Chavarria,astro-ph.IM,physics.ins-det
 A. E. Choque Rivero,math.FA,math.SP
 A. E. Choque-Rivero,math.OC,math.AP
 A. E. Chubykalo,physics.class-ph,hep-th
 A. E. Chukwude,astro-ph.HE,astro-ph.SR
 A. E. Dane,cond-mat.supr-con,physics.ins-det
 A. E. Davletov,physics.plasm-ph,physics.optics
 A. E. Dementyev,quant-ph,cond-mat.mes-hall
 A. E. Derbyshev,cond-mat.stat-mech,math-ph
 A. E. Dolphin,astro-ph,astro-ph.GA
 A. E. Dudorov,astro-ph,astro-ph.SR
 A. E. E. Rogers,astro-ph,astro-ph.IM
 A. E. Egorov,astro-ph.CO,astro-ph.IM
 A. E. Eiben,cs.NE,cs.RO
 A. E. Ekomasov,nlin.PS,cond-mat.mes-hall
 A. E. Elliott,astro-ph.IM,astro-ph.CO
 A. E. Evrard,astro-ph,astro-ph.CO
 A. E. F. Djemai,math-ph,hep-th
 A. E. Fedotov,nlin.CD,physics.acc-ph
 A. E. Filippov,cond-mat.soft,gr-qc
 A. E. Fraser,physics.plasm-ph,astro-ph.SR
 A. E. Frid,math.CO,cs.FL
 A. E. Gambrel,astro-ph.IM,astro-ph.CO
 A. E. Garcia,cond-mat.mtrl-sci,q-bio.BM
 A. E. Garcia Perez,astro-ph,astro-ph.SR
 A. E. Glassgold,astro-ph,astro-ph.SR
 A. E. Gonçalves,hep-th,quant-ph
 A. E. Granados,astro-ph.HE,gr-qc
 A. E. Grigoryan,physics.atom-ph,quant-ph
 A. E. Gumrukcuoglu,astro-ph,astro-ph.CO
 A. E. Gutman,math.GM,math.FA
 A. E. Hervé,astro-ph.HE,hep-ex
 A. E. Higuchi,astro-ph.CO,astro-ph.GA
 A. E. Hillaris,astro-ph,astro-ph.SR
 A. E. Hornschemeier,astro-ph,astro-ph.GA
 A. E. Hosoi,cond-mat.soft,q-bio.PE
 A. E. Kabeel,cond-mat.mes-hall,physics.app-ph
 A. E. Kaplan,quant-ph,physics.atm-clus
 A. E. Kazantsev,hep-th,cond-mat.mes-hall
 A. E. Khramova,nlin.CD,cond-mat.str-el
 A. E. Kimball,astro-ph.CO,astro-ph.GA
 A. E. Kiryunin,hep-ex,physics.ins-det
 A. E. Kobryn,physics.plasm-ph,math-ph
 A. E. Kolesov,cs.NA,cs.CE
 A. E. Korolkov,cond-mat.mes-hall,quant-ph
 A. E. Kostenkov,astro-ph.SR,astro-ph.HE
 A. E. Kovalev,cond-mat.str-el,cond-mat.mtrl-sci
 A. E. Kovalsky,nlin.SI,hep-ph
 A. E. Kozhekin,nlin.PS,physics.optics
 A. E. Kuchma,cond-mat.stat-mech,physics.ao-ph
 A. E. Kudryavtsev,hep-ph,nucl-ex
 A. E. Kukkola,astro-ph.GA,astro-ph.CO
 A. E. Lita,quant-ph,physics.ins-det
 A. E. Litvak,math.FA,math.CA
 A. E. Lowitz,astro-ph.IM,astro-ph.CO
 A. E. Lynas-Gray,astro-ph,astro-ph.SR
 A. E. M. Smink,cond-mat.str-el,cond-mat.mtrl-sci
 A. E. Mazel,cond-mat,math.AP
 A. E. McCoy,math-ph,nucl-ex
 A. E. Melnikov,astro-ph.HE,astro-ph.GA
 A. E. Miller,astro-ph.CO,astro-ph.IM
 A. E. Mironov,math.DG,math.DS
 A. E. Miroshnichenko,cond-mat.mtrl-sci,physics.optics
 A. E. Motter,nlin.CD,gr-qc
 A. E. Nadjip,astro-ph.IM,astro-ph.GA
 A. E. Nadzhip,astro-ph.GA,astro-ph.HE
 A. E. Niederle,math-ph,cond-mat.quant-gas
 A. E. Nikolaenko,quant-ph,cond-mat.mes-hall
 A. E. Orel,physics.chem-ph,physics.plasm-ph
 A. E. Patteson,physics.flu-dyn,physics.bio-ph
 A. E. Pelaez-Santos,astro-ph.CO,astro-ph.GA
 A. E. Piatti,astro-ph,astro-ph.GA
 A. E. Piskunov,astro-ph,astro-ph.SR
 A. E. Popescu,cond-mat.mes-hall,quant-ph
 A. E. Puchkov,astro-ph.IM,astro-ph.HE
 A. E. Reines,astro-ph,astro-ph.GA
 A. E. Robinson,astro-ph.CO,hep-ex
 A. E. Rodin,astro-ph.IM,astro-ph.HE
 A. E. Romano,astro-ph.HE,gr-qc
 A. E. Rowan,cond-mat.soft,cond-mat.mes-hall
 A. E. Ruckenstein,cond-mat,cond-mat.stat-mech
 A. E. Rudnev,physics.atom-ph,cond-mat.quant-gas
 A. E. Ruiz-Velasco,astro-ph,astro-ph.SR
 A. E. S. Hartmann,gr-qc,physics.hist-ph
 A. E. Sansom,astro-ph,astro-ph.GA
 A. E. Santana,hep-th,quant-ph
 A. E. Schmitz,cond-mat.mes-hall,quant-ph
 A. E. Schulz,physics.plasm-ph,astro-ph.CO
 A. E. Shabad,hep-th,physics.gen-ph
 A. E. Shapley,astro-ph,astro-ph.GA
 A. E. Silva,physics.optics,physics.med-ph
 A. E. Simmons,astro-ph,astro-ph.CO
 A. E. Simon,astro-ph.SR,astro-ph.EP
 A. E. Sirenko,astro-ph.IM,astro-ph.HE
 A. E. Sitnitsky,cond-mat.soft,physics.chem-ph
 A. E. Sobol,hep-ex,hep-ph
 A. E. Solomatin,nucl-ex,physics.ins-det
 A. E. Staples,quant-ph,physics.comp-ph
 A. E. Sterk,math.DS,math.AP
 A. E. Svetogorov,quant-ph,cond-mat.mes-hall
 A. E. T. Schinckel,astro-ph,astro-ph.IM
 A. E. Terry,astro-ph,physics.ins-det
 A. E. Thomsen,cond-mat.quant-gas,hep-th
 A. E. Tolley,astro-ph.HE,gr-qc
